has_company_logo,has_questions,telecommuting,missing_salary,missing_company_profile,missing_requirements,missing_benefits,missing_education,missing_experience,missing_industry,missing_location,desc_length,req_length,profile_length,red_flag_count,emp_Contract,emp_Full-time,emp_Other,emp_Part-time,emp_Temporary,emp_Unknown
1,1,0,0,0,0,0,0,0,0,0,1025,522,422,0,False,True,False,False,False,False
0,0,0,1,0,0,0,0,0,0,0,4352,361,250,0,False,True,False,False,False,False
1,1,0,1,0,1,1,1,0,1,0,306,0,332,0,False,True,False,False,False,False
1,0,0,1,0,1,1,1,0,1,0,1620,0,803,0,False,False,False,True,False,False
1,0,0,0,0,0,0,1,0,0,0,1466,507,1309,0,False,False,False,True,False,False
1,0,0,1,1,0,1,1,1,0,0,120,824,0,0,True,False,False,False,False,False
1,1,0,1,0,0,1,1,0,0,0,4031,653,397,0,True,False,False,False,False,False
0,0,0,1,1,0,0,0,0,0,0,2759,715,0,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1343,942,684,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,1,1,0,3159,583,1439,0,False,False,False,False,False,True
0,0,0,0,1,0,1,0,0,0,0,1912,531,0,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,1,1,0,306,239,401,0,False,False,False,False,False,True
0,0,0,1,1,1,1,1,1,1,0,616,0,0,0,False,False,False,False,False,True
1,1,0,0,0,0,0,0,0,0,0,968,549,255,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,2426,452,1025,0,False,True,False,False,False,False
0,1,0,1,1,0,0,0,0,0,0,406,368,0,0,False,True,False,False,False,False
1,1,0,1,1,0,1,0,0,0,0,2705,446,0,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,494,55,312,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,332,158,53,0,True,False,False,False,False,False
1,1,1,1,0,0,0,1,0,0,0,2038,1643,1252,0,True,False,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1775,292,1247,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,0,0,0,718,499,952,0,False,True,False,False,False,False
1,0,0,1,0,0,0,1,0,0,0,1039,944,890,0,False,True,False,False,False,False
0,0,0,1,1,0,1,1,1,1,0,843,942,0,0,False,False,False,False,False,True
1,1,0,1,0,0,0,0,1,0,0,2102,299,1958,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,908,899,726,0,False,True,False,False,False,False
1,0,1,0,1,0,0,0,0,0,0,430,55,0,0,False,True,False,False,False,False
0,0,0,1,1,0,0,1,1,1,0,460,57,0,0,False,False,False,False,False,True
1,0,0,1,0,0,1,0,0,0,0,269,321,1050,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1230,348,2206,0,False,True,False,False,False,False
0,0,0,1,0,1,1,1,1,1,0,2601,0,228,0,False,True,False,False,False,False
1,0,0,0,0,0,1,0,0,0,0,2636,318,1344,0,False,True,False,False,False,False
0,0,0,1,1,0,0,1,1,1,0,535,167,0,0,False,False,False,False,False,True
1,1,0,1,0,0,1,0,0,0,0,1772,1065,1113,0,False,True,False,False,False,False
0,0,0,1,0,1,1,1,1,1,0,2602,0,228,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,680,319,859,0,False,True,False,False,False,False
1,1,0,0,0,0,0,0,0,0,0,462,493,1550,0,False,True,False,False,False,False
1,0,0,1,0,1,1,1,1,1,0,1229,0,413,0,False,False,False,False,False,True
1,1,0,1,0,0,0,0,0,0,0,2637,955,808,1,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,591,205,1050,0,False,False,False,False,True,False
1,1,0,1,0,0,0,1,0,0,0,1147,452,1395,0,False,False,False,True,False,False
1,0,0,0,0,0,1,0,0,0,0,2821,276,1419,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,2302,714,684,0,False,False,False,True,False,False
1,1,0,1,0,0,0,0,0,0,0,348,132,92,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,1,1,1,201,124,57,0,False,False,False,True,False,False
1,0,0,1,0,0,1,1,1,0,1,748,801,940,0,False,True,False,False,False,False
1,1,1,1,0,0,1,1,1,1,0,115,616,349,0,False,False,False,False,False,True
1,1,0,1,0,0,0,1,1,1,0,1284,969,651,1,False,False,False,False,False,True
0,0,0,1,0,1,1,1,1,1,0,665,0,228,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,619,70,829,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,1165,541,410,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,2368,1030,725,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1906,663,684,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1566,248,746,0,False,True,False,False,False,False
1,0,0,0,0,0,0,0,0,0,0,732,610,1068,0,False,True,False,False,False,False
0,0,0,1,1,0,0,1,1,1,0,1637,102,0,0,False,False,False,False,False,True
1,1,0,0,0,0,0,0,0,0,0,2566,955,1056,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,1,0,4531,2674,1247,0,False,True,False,False,False,False
1,0,0,1,0,0,0,1,1,0,0,979,498,1073,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,0,1,0,1354,612,683,0,False,True,False,False,False,False
0,0,0,1,1,0,1,1,1,1,0,741,688,0,0,False,False,False,False,False,True
1,0,0,0,0,0,1,1,0,0,0,1495,564,1484,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,720,994,1068,0,False,True,False,False,False,False
0,0,0,1,1,0,0,1,1,0,0,156,428,0,0,False,True,False,False,False,False
1,0,0,1,1,0,0,1,1,1,0,175,486,0,0,False,False,False,False,False,True
1,1,0,1,0,0,0,0,1,0,0,381,130,53,0,True,False,False,False,False,False
0,0,0,1,1,1,0,0,1,0,0,626,0,0,0,False,True,False,False,False,False
0,1,0,1,1,1,1,1,1,1,0,7480,0,0,0,False,False,False,False,False,True
1,0,0,1,0,0,0,0,0,0,0,3283,177,2206,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1688,446,1247,0,False,True,False,False,False,False
0,0,0,1,1,1,1,1,1,0,0,1182,0,0,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1225,714,684,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,1,0,0,314,136,53,0,True,False,False,False,False,False
0,1,0,1,1,0,0,1,1,1,0,423,191,0,0,False,False,False,False,False,True
1,1,0,1,0,0,0,0,0,0,0,912,497,643,0,False,True,False,False,False,False
0,0,0,1,1,1,1,1,1,0,0,932,0,0,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1147,569,1230,0,False,True,False,False,False,False
1,0,0,1,0,1,1,0,0,0,0,2644,0,447,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,1,1,0,1176,892,332,0,False,True,False,False,False,False
1,1,0,0,0,0,0,0,0,0,0,2356,1245,2065,0,False,True,False,False,False,False
1,1,0,0,0,0,0,0,0,0,0,1265,769,1043,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1272,896,2301,0,False,True,False,False,False,False
1,0,0,1,0,0,0,1,0,0,0,728,329,530,0,False,True,False,False,False,False
1,1,0,0,0,0,0,0,0,0,0,2381,1254,2065,0,False,True,False,False,False,False
1,0,0,1,0,1,1,1,1,0,0,855,0,829,0,True,False,False,False,False,False
1,1,0,0,0,0,0,0,0,0,0,903,678,356,0,False,True,False,False,False,False
0,0,0,0,1,0,1,0,1,1,0,1317,623,0,0,False,True,False,False,False,False
1,0,0,1,0,1,1,1,1,1,0,1199,0,798,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1975,784,684,0,False,True,False,False,False,False
1,0,0,1,0,1,1,1,1,1,0,603,0,866,0,False,False,False,False,False,True
1,0,0,1,0,1,1,0,0,0,0,2121,0,879,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,0,0,0,1291,666,1708,0,False,True,False,False,False,False
0,0,0,1,1,0,0,1,1,1,0,442,27,0,0,False,False,False,True,False,False
1,1,0,1,0,0,0,0,0,0,0,813,1115,159,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,547,966,1270,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,2260,1023,470,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,972,682,630,0,False,True,False,False,False,False
1,1,0,0,0,0,0,0,0,0,0,1107,126,829,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,1116,543,1299,0,False,True,False,False,False,False
1,1,0,1,0,0,1,0,0,0,0,965,405,1463,0,False,True,False,False,False,False
1,1,0,1,0,0,1,0,0,0,0,495,452,153,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,1,0,0,381,130,53,0,True,False,False,False,False,False
1,1,0,1,0,0,1,1,1,0,0,2083,1299,467,0,False,False,True,False,False,False
1,0,0,1,1,0,1,0,0,0,0,2575,357,0,0,True,False,False,False,False,False
1,0,0,1,0,1,1,1,0,0,0,1555,0,865,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,1,0,0,592,208,174,0,False,True,False,False,False,False
1,1,0,1,0,0,1,0,1,0,0,1831,885,879,0,False,True,False,False,False,False
1,0,0,0,0,0,1,0,0,0,0,992,1132,680,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,1199,515,1264,0,False,True,False,False,False,False
1,0,0,1,0,0,0,1,0,0,0,737,439,684,0,False,True,False,False,False,False
1,0,0,1,0,0,1,1,1,1,0,4221,730,463,0,False,False,False,False,False,True
1,1,0,1,0,0,0,1,0,0,0,694,296,1419,0,False,True,False,False,False,False
1,0,0,1,0,0,0,1,1,0,0,946,319,1958,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,826,224,685,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,609,360,758,0,False,True,False,False,False,False
1,1,0,0,0,0,0,0,0,0,0,623,977,1461,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,1,0,573,70,829,0,False,False,False,False,False,True
1,0,0,0,0,0,0,0,0,0,0,1113,907,580,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,1,1,0,403,261,244,0,False,False,False,False,True,False
0,1,0,1,0,0,0,1,1,1,0,895,107,3726,0,False,False,False,False,False,True
1,1,0,1,0,0,0,1,0,0,0,786,1214,1449,0,False,True,False,False,False,False
1,1,0,1,0,0,1,1,0,0,0,2842,562,879,0,False,True,False,False,False,False
0,0,0,1,1,0,1,1,1,0,0,502,970,0,0,False,True,False,False,False,False
0,0,0,1,1,0,0,0,0,0,0,625,961,0,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,1323,1861,295,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,836,1047,447,0,False,True,False,False,False,False
1,1,0,0,0,1,0,0,0,0,0,1596,0,1628,0,False,True,False,False,False,False
1,0,0,1,1,0,0,0,0,0,0,996,380,0,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,1,1,0,276,1347,264,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1090,793,717,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,706,592,489,0,False,True,False,False,False,False
1,0,1,1,0,1,1,1,1,1,0,200,0,518,0,False,False,False,False,False,True
0,0,0,1,1,1,1,0,0,0,0,665,0,0,0,False,True,False,False,False,False
1,0,0,0,0,0,0,0,1,0,0,414,703,263,1,False,True,False,False,False,False
0,1,0,0,1,0,1,0,0,0,0,468,9,0,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,1,1,0,493,269,1505,0,False,False,False,False,False,True
1,1,0,1,0,0,0,0,0,0,0,1746,291,746,0,False,True,False,False,False,False
0,0,1,0,1,0,0,0,0,0,0,2998,109,0,0,False,True,False,False,False,False
1,1,0,1,1,0,1,1,1,1,0,220,63,0,0,False,False,False,True,False,False
1,0,0,1,0,0,1,0,1,1,0,1168,216,588,0,False,True,False,False,False,False
1,1,0,1,0,1,1,1,1,1,0,5710,0,262,0,False,False,False,False,False,True
0,1,0,1,1,0,0,0,0,0,0,1472,457,0,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1672,369,553,0,False,True,False,False,False,False
0,0,0,1,1,0,1,1,1,1,0,430,27,0,0,False,False,False,True,False,False
0,1,1,1,1,1,0,1,1,1,0,627,0,0,1,False,False,False,False,False,True
0,0,0,1,0,1,1,1,1,0,0,713,0,228,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,458,117,53,0,True,False,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,1013,1204,644,0,False,True,False,False,False,False
1,0,1,1,0,0,0,1,0,0,1,2359,149,82,0,False,False,False,False,False,True
0,0,0,0,1,1,1,0,0,0,0,797,0,0,0,False,True,False,False,False,False
0,0,0,1,0,1,1,1,1,1,0,886,0,228,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,1,0,320,91,829,0,False,False,False,False,False,True
1,1,0,1,0,0,1,0,0,0,0,1188,513,711,0,False,False,False,True,False,False
1,1,0,1,0,0,0,0,0,0,0,2808,523,1025,0,False,True,False,False,False,False
1,0,0,1,0,1,1,1,1,1,0,2617,0,454,0,False,False,False,False,False,True
1,0,0,1,0,0,0,1,1,0,0,1226,952,509,0,False,True,False,False,False,False
0,0,0,1,1,0,0,1,1,0,0,683,405,0,0,False,True,False,False,False,False
1,1,0,1,1,0,1,0,0,0,0,660,335,0,0,True,False,False,False,False,False
0,0,0,1,1,1,1,1,0,1,0,1476,0,0,0,True,False,False,False,False,False
1,1,0,1,0,0,0,1,1,1,0,705,363,439,0,False,False,False,False,False,True
1,1,0,1,0,1,1,1,0,1,0,1528,0,539,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,917,648,720,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1807,409,746,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,1,0,0,1454,2314,1404,0,False,True,False,False,False,False
0,0,0,1,1,0,1,1,0,1,0,1683,1218,0,0,False,False,False,True,False,False
1,1,0,1,1,0,1,1,1,1,0,272,634,0,0,False,False,False,False,False,True
1,0,0,1,0,0,1,1,0,0,0,635,477,132,0,False,False,False,True,False,False
1,0,0,0,1,0,1,0,0,0,0,125,46,0,0,True,False,False,False,False,False
1,1,0,1,0,0,0,0,0,1,0,572,91,829,0,False,False,False,False,False,True
0,1,0,1,0,0,1,1,0,0,0,834,767,1390,0,True,False,False,False,False,False
1,0,0,1,0,0,0,1,1,1,0,967,839,1410,0,False,False,False,False,False,True
1,1,0,1,0,1,1,0,1,1,0,542,0,672,0,False,True,False,False,False,False
0,0,0,1,0,0,0,0,0,0,0,361,89,178,0,True,False,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1055,805,720,0,False,True,False,False,False,False
1,1,0,0,0,0,0,0,0,0,0,234,185,33,0,False,True,False,False,False,False
1,0,0,1,0,1,1,1,1,1,0,705,0,829,0,False,False,False,False,False,True
1,1,0,1,0,0,1,0,0,0,0,1783,1145,1099,0,False,True,False,False,False,False
1,1,0,0,0,0,1,0,0,0,0,1239,742,134,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,92,236,559,0,False,True,False,False,False,False
1,1,0,1,0,0,1,1,1,0,0,1037,873,237,0,False,True,False,False,False,False
1,0,1,1,0,0,0,1,1,0,0,799,720,615,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,1461,566,422,0,False,True,False,False,False,False
1,1,0,1,0,0,1,1,1,1,0,2198,1164,560,0,False,False,False,False,False,True
1,0,0,1,0,0,1,0,0,0,0,1240,405,1247,0,False,True,False,False,False,False
0,0,0,1,1,0,1,0,0,0,0,461,128,0,0,False,True,False,False,False,False
0,0,0,1,1,0,0,1,1,1,0,382,98,0,0,False,False,False,False,False,True
1,1,0,1,0,0,0,1,0,0,0,1752,175,1208,1,False,True,False,False,False,False
1,0,0,1,0,1,1,1,1,0,0,535,0,356,0,False,False,True,False,False,False
1,0,0,0,0,0,1,0,0,0,0,2442,1783,1439,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,1,1,0,2917,3510,2676,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,0,0,0,1836,467,694,0,False,True,False,False,False,False
0,0,0,1,1,1,1,1,0,0,0,991,0,0,0,False,True,False,False,False,False
1,0,1,0,1,0,0,0,0,0,0,321,64,0,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,1,0,0,381,130,53,0,True,False,False,False,False,False
1,0,0,1,0,0,1,1,1,1,0,1795,1673,2301,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,2868,1396,579,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,1,1,0,803,681,489,0,False,False,False,False,False,True
1,1,0,1,0,0,0,0,0,0,0,262,433,2662,0,False,True,False,False,False,False
1,1,0,0,0,0,0,0,0,0,0,1123,201,829,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,0,1,0,576,91,829,0,False,True,False,False,False,False
0,1,0,0,0,0,0,0,0,0,0,3530,219,181,0,False,True,False,False,False,False
0,0,0,0,1,0,0,0,0,0,0,564,202,0,0,False,True,False,False,False,False
1,0,0,0,0,0,0,0,0,0,0,1273,677,694,0,False,True,False,False,False,False
1,1,0,0,0,0,0,0,0,0,0,1133,1859,869,0,False,False,False,True,False,False
1,0,0,1,0,0,1,0,0,0,0,1802,1065,684,0,False,True,False,False,False,False
1,0,0,1,0,1,1,1,1,1,0,1705,0,1298,0,False,False,False,False,False,True
1,1,0,1,0,1,1,1,1,0,0,2775,0,1594,0,False,True,False,False,False,False
1,1,1,1,0,0,0,1,1,1,0,377,2736,952,0,False,False,False,False,False,True
0,0,0,1,0,1,1,1,1,0,0,681,0,228,0,False,True,False,False,False,False
1,1,0,1,0,0,1,1,1,0,0,2368,1307,467,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1155,433,773,0,False,True,False,False,False,False
1,0,0,1,0,0,1,1,0,1,0,607,607,1827,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,4028,1627,579,0,False,True,False,False,False,False
1,1,0,1,0,0,1,0,0,0,0,1544,553,505,0,False,True,False,False,False,False
0,0,0,1,0,1,1,1,1,1,0,497,0,228,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,1376,704,275,0,False,True,False,False,False,False
0,0,0,1,0,1,1,1,1,0,0,569,0,228,0,False,True,False,False,False,False
1,1,0,0,0,0,0,0,1,0,0,1231,584,532,0,False,True,False,False,False,False
1,1,0,1,0,0,1,1,1,0,0,1203,1077,747,0,False,True,False,False,False,False
1,0,0,0,0,0,0,0,0,0,0,1063,1197,1251,0,False,True,False,False,False,False
1,0,0,1,0,0,0,1,1,0,0,1293,914,702,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,3309,510,643,0,False,True,False,False,False,False
1,1,0,0,1,0,0,0,0,0,0,1056,780,0,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,2030,942,596,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,1919,561,1021,1,False,True,False,False,False,False
1,0,0,1,0,0,0,0,1,0,0,1697,182,897,0,False,True,False,False,False,False
1,1,0,1,0,0,1,1,1,0,0,985,508,879,0,False,True,False,False,False,False
1,0,0,0,0,0,1,0,0,0,0,1252,569,604,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,660,563,726,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,1,0,0,533,1059,1310,0,False,True,False,False,False,False
0,1,0,1,1,0,0,0,0,0,0,631,261,0,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1095,277,632,0,False,True,False,False,False,False
1,0,0,0,0,0,0,1,0,0,0,425,355,211,0,False,True,False,False,False,False
0,1,0,1,0,0,0,0,0,0,0,3002,814,1090,0,False,True,False,False,False,False
0,1,0,1,1,0,1,0,0,0,0,488,765,0,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,377,728,325,0,False,True,False,False,False,False
1,0,0,1,0,0,1,1,1,1,0,396,1688,1247,0,False,False,False,False,False,True
1,0,0,0,0,0,0,0,0,0,0,790,1086,1311,0,False,True,False,False,False,False
1,0,0,1,0,0,1,1,1,1,0,363,482,1247,0,False,False,False,False,False,True
1,1,0,1,0,0,1,1,1,1,0,683,781,814,0,False,False,False,False,False,True
0,0,0,0,1,0,1,0,1,1,0,263,16,0,0,False,True,False,False,False,False
1,0,0,1,0,1,1,1,1,1,0,2711,0,624,0,False,False,False,False,False,True
1,0,0,1,0,1,1,1,1,0,0,1179,0,1298,0,False,True,False,False,False,False
1,0,0,1,0,0,1,1,0,0,0,1220,134,781,0,False,True,False,False,False,False
0,0,0,1,0,1,1,1,1,0,0,1204,0,228,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,951,647,888,0,False,True,False,False,False,False
0,0,0,1,0,0,0,1,0,0,0,1470,1220,430,0,False,True,False,False,False,False
1,1,1,1,0,0,0,0,0,0,0,1172,938,1050,0,False,True,False,False,False,False
1,0,0,1,0,1,1,1,1,1,1,2274,0,433,0,False,False,False,False,False,True
1,0,0,1,0,0,1,1,1,1,0,416,765,1247,0,False,False,False,False,False,True
1,1,0,1,0,0,0,1,1,1,0,382,538,651,0,False,False,False,False,False,True
1,1,0,1,0,0,0,0,1,0,0,381,130,53,0,True,False,False,False,False,False
1,1,0,1,0,0,0,0,0,1,0,1311,703,788,0,False,True,False,False,False,False
1,1,1,1,0,0,0,1,0,0,0,2038,1806,1252,0,True,False,False,False,False,False
0,0,0,1,1,0,0,1,1,1,0,192,192,0,0,False,False,False,False,False,True
1,0,0,1,0,0,0,1,1,1,0,1421,746,702,0,False,False,False,False,False,True
1,1,0,1,0,0,0,0,0,0,0,1349,1042,758,0,False,True,False,False,False,False
1,0,0,1,0,1,1,1,1,0,0,3176,0,516,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,1,1,0,1564,393,553,0,False,False,False,False,False,True
1,1,0,1,0,0,0,1,1,0,0,1720,635,529,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,1,1,0,1155,413,50,0,False,False,False,False,False,True
1,1,0,0,0,0,0,0,0,0,0,932,429,356,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,0,0,0,1150,458,529,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,2833,1069,1194,0,False,True,False,False,False,False
0,0,0,1,0,1,1,1,1,1,0,864,0,228,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,860,172,729,0,False,True,False,False,False,False
0,0,1,1,1,0,0,1,1,1,0,481,207,0,0,False,False,False,False,False,True
1,0,0,1,1,0,1,1,1,1,0,636,91,0,0,False,False,False,False,False,True
1,1,0,1,0,0,1,0,0,0,0,1226,1155,361,0,False,False,True,False,False,False
1,0,0,1,0,0,0,1,1,0,0,933,504,321,0,False,True,False,False,False,False
1,1,0,0,0,0,0,0,0,0,0,2345,472,904,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1220,715,684,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1788,257,746,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,1,1,0,834,6,955,0,False,False,False,False,False,True
0,0,0,1,1,0,0,0,0,0,0,1206,1765,0,0,False,True,False,False,False,False
1,1,0,1,0,0,1,0,0,0,1,388,419,612,0,False,False,False,True,False,False
1,1,0,1,0,0,1,0,1,1,0,2666,520,1014,0,False,True,False,False,False,False
1,1,0,1,0,0,1,1,0,0,0,349,1842,712,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,3605,1069,684,0,False,True,False,False,False,False
1,0,0,1,0,1,1,1,0,0,0,261,0,737,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,1,1,0,1067,543,816,0,False,False,False,False,False,True
1,1,0,1,0,0,0,1,1,1,0,767,391,134,0,False,True,False,False,False,False
1,0,0,1,1,0,1,1,1,1,0,1463,869,0,0,False,False,False,False,False,True
1,1,1,1,1,0,0,1,0,0,0,1222,350,0,0,False,True,False,False,False,False
1,0,0,1,0,1,1,0,0,0,0,1305,0,755,0,False,True,False,False,False,False
0,0,0,1,1,0,1,1,0,0,0,1029,851,0,0,True,False,False,False,False,False
1,0,0,1,0,0,0,1,0,0,0,483,142,603,0,False,True,False,False,False,False
0,0,0,1,1,0,0,1,1,0,0,2390,261,0,0,False,True,False,False,False,False
1,1,1,0,0,0,0,0,0,0,0,1870,1367,747,0,False,True,False,False,False,False
0,1,0,1,1,0,0,0,0,0,0,545,62,0,0,False,True,False,False,False,False
1,1,0,0,0,0,0,0,0,0,0,3783,1302,406,0,False,True,False,False,False,False
1,0,0,0,0,0,0,0,0,0,0,723,249,869,1,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,2723,899,1481,0,False,True,False,False,False,False
1,0,0,1,0,0,1,1,0,0,0,481,1489,1970,0,False,True,False,False,False,False
1,1,0,0,0,0,0,1,1,0,1,2386,673,1025,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,1894,750,535,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,244,158,53,0,True,False,False,False,False,False
1,1,0,1,0,0,1,1,0,0,0,2032,1157,1708,0,False,True,False,False,False,False
0,0,0,1,1,0,0,0,0,1,0,363,431,0,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,2262,219,717,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,1,0,0,332,150,53,0,True,False,False,False,False,False
1,1,0,0,0,0,0,1,0,0,0,317,286,544,0,False,True,False,False,False,False
0,0,0,1,1,0,0,1,1,0,0,1509,403,0,0,False,False,False,False,False,True
1,0,0,1,0,0,0,1,1,1,0,243,250,1299,0,False,False,False,False,False,True
1,1,0,1,0,0,0,0,1,0,0,381,130,53,0,True,False,False,False,False,False
1,0,0,1,0,0,1,1,0,0,0,449,991,554,0,False,True,False,False,False,False
1,1,0,1,0,0,1,1,1,1,0,325,729,310,0,False,False,False,False,False,True
1,1,0,0,0,0,0,1,0,0,0,1660,579,310,1,False,True,False,False,False,False
0,0,0,0,1,0,1,0,0,0,0,989,500,0,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,803,629,615,0,False,True,False,False,False,False
1,0,0,1,0,0,1,1,1,1,0,396,1724,1247,0,False,False,False,False,False,True
1,1,0,1,0,1,1,1,1,1,0,566,0,433,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1268,400,748,0,False,True,False,False,False,False
1,0,0,1,0,0,0,1,1,1,0,872,868,1187,0,False,False,False,False,False,True
0,0,0,0,0,1,1,1,1,1,0,1206,0,181,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,1,1,0,1564,393,553,0,False,False,False,False,False,True
0,1,0,1,1,0,0,1,1,1,0,509,270,0,1,False,False,False,False,False,True
1,0,0,1,0,0,0,0,0,0,0,1012,1087,1560,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1195,992,684,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,0,0,0,1214,1069,586,0,False,True,False,False,False,False
1,0,0,1,0,0,0,1,1,1,0,719,764,1181,0,False,False,False,False,False,True
0,0,0,1,0,1,1,1,1,0,0,1019,0,228,0,False,True,False,False,False,False
0,0,0,1,1,0,0,1,1,1,0,577,149,0,1,False,False,False,False,False,True
